"EAST","NORTH","ELEV","AREA","CU","ZN","MO","FE"
3528.92,5179.3,3990.5,368,0.1,0.02,0.072,1.52
3532.46,5175.77,3990.5,368,0.09,0.02,0.069,1.55
3535.99,5172.23,3990.5,365,0.09,0.01,0.065,1.43
3539.53,5168.69,3990.5,365,0.09,0.01,0.066,1.57
3543.06,5165.16,3990.5,365,0.09,0.01,0.068,1.9
3546.6,5161.62,3990.5,94,0.25,0.01,0.072,2.92
3550.13,5158.09,3990.5,94,0.09,0.01,0.079,1.7
3479.42,5235.87,3990.5,174,2.7,0.13,0.072,14.1
3482.96,5232.33,3990.5,174,2.62,0.14,0.092,16.83
3486.49,5228.8,3990.5,174,2.96,0.14,0.13,15.79
3490.03,5225.26,3990.5,174,1.89,0.15,0.088,17.05
3493.57,5221.73,3990.5,174,2.08,0.19,0.075,19.55
3497.1,5218.19,3990.5,174,2.32,0.15,0.052,18.52
3500.64,5214.66,3990.5,174,2.18,0.15,0.034,18.57
3504.17,5211.12,3990.5,474,1.89,0.22,0.042,19.29
3507.71,5207.58,3990.5,474,1.96,0.26,0.067,16.34
3511.24,5204.05,3990.5,474,1.99,0.12,0.078,12.72
3514.78,5200.51,3990.5,474,1.72,0.07,0.079,11.77
3518.31,5196.98,3990.5,474,0.45,0.04,0.099,6.38
3521.85,5193.44,3990.5,474,0.37,0.02,0.101,2.28
3525.39,5189.91,3990.5,474,0.36,0.02,0.092,1.69
3528.92,5186.37,3990.5,368,0.36,0.02,0.088,1.38
3532.46,5182.84,3990.5,368,0.1,0.02,0.073,1.52
3535.99,5179.3,3990.5,368,0.1,0.01,0.066,1.52
3539.53,5175.77,3990.5,474,0.09,0.01,0.065,1.44
3543.06,5172.23,3990.5,474,0.09,0.01,0.065,1.59
3546.6,5168.69,3990.5,474,0.17,0.01,0.075,1.94
3550.13,5165.16,3990.5,474,0.25,0.01,0.078,2.39
3553.67,5161.62,3990.5,474,0.09,0.01,0.079,1.95
3482.96,5239.4,3990.5,174,3.44,0.31,0.044,16.9
3486.49,5235.87,3990.5,174,3.2,0.27,0.044,19.22
3490.03,5232.33,3990.5,174,4.36,0.14,0.104,16.39
3493.57,5228.8,3990.5,174,1.82,0.15,0.13,14.98
3497.1,5225.26,3990.5,174,1.86,0.12,0.197,14.47
3500.64,5221.73,3990.5,174,2.35,0.12,0.178,17.94
3504.17,5218.19,3990.5,174,2.28,0.15,0.154,17.06
3507.71,5214.66,3990.5,474,2.17,0.16,0.061,15.73
3511.24,5211.12,3990.5,474,2.31,0.32,0.071,17.02
3514.78,5207.58,3990.5,474,2.26,0.24,0.071,14.98
3518.31,5204.05,3990.5,474,1.89,0.08,0.071,11.36
3521.85,5200.51,3990.5,474,1.53,0.04,0.082,8.43
3525.39,5196.98,3990.5,474,0.37,0.03,0.111,3.58
3528.92,5193.44,3990.5,474,0.37,0.01,0.112,1.79
3532.46,5189.91,3990.5,368,0.35,0.01,0.117,1.51
3535.99,5186.37,3990.5,368,0.11,0.01,0.098,1.57
3539.53,5182.84,3990.5,368,0.11,0.01,0.075,1.55
3543.06,5179.3,3990.5,474,0.17,0.01,0.062,1.34
3546.6,5175.77,3990.5,474,0.22,0.01,0.07,1.57
3550.13,5172.23,3990.5,474,0.46,0.02,0.075,2.27
3553.67,5168.69,3990.5,474,0.42,0.02,0.075,3.01
3557.21,5165.16,3990.5,474,0.42,0.02,0.074,2.87
3486.49,5242.94,3990.5,174,2.87,0.19,0.021,16.27
3490.03,5239.4,3990.5,174,2.72,0.09,0.02,17.87
3493.57,5235.87,3990.5,174,3.14,0.09,0.076,15.59
3497.1,5232.33,3990.5,174,2.86,0.09,0.175,14.74
3500.64,5228.8,3990.5,174,1.68,0.08,0.277,14.46
3504.17,5225.26,3990.5,174,2.18,0.12,0.369,15.52
3507.71,5221.73,3990.5,174,2.06,0.1,0.276,14.91
3511.24,5218.19,3990.5,474,1.97,0.12,0.095,14.48
3514.78,5214.66,3990.5,474,2.07,0.14,0.057,12.98
3518.31,5211.12,3990.5,474,2.1,0.14,0.054,14.58
3521.85,5207.58,3990.5,474,1.9,0.06,0.062,13.24
3525.39,5204.05,3990.5,474,1.57,0.04,0.081,8.35
3528.92,5200.51,3990.5,474,0.4,0.03,0.118,2.13
3532.46,5196.98,3990.5,474,0.37,0.02,0.123,2.06
3535.99,5193.44,3990.5,368,0.41,0.01,0.11,1.78
3539.53,5189.91,3990.5,368,0.12,0.01,0.085,1.83
3543.06,5186.37,3990.5,368,0.12,0.02,0.06,1.91
3546.6,5182.84,3990.5,474,0.1,0.02,0.056,1.73
3550.13,5179.3,3990.5,474,0.38,0.01,0.063,2.54
3553.67,5175.77,3990.5,474,0.56,0.02,0.068,3.99
3557.21,5172.23,3990.5,474,0.5,0.03,0.066,5.61
3560.74,5168.69,3990.5,474,0.44,0.02,0.064,4.03
3490.03,5246.48,3990.5,174,1.5,0.07,0.028,15.99
3493.57,5242.94,3990.5,174,2.83,0.05,0.054,15.42
3497.1,5239.4,3990.5,174,2.19,0.05,0.082,15.43
3500.64,5235.87,3990.5,174,1.34,0.05,0.11,13.71
3504.17,5232.33,3990.5,174,1.64,0.06,0.285,13.62
3507.71,5228.8,3990.5,174,1.88,0.09,0.417,15.25
3511.24,5225.26,3990.5,474,1.93,0.08,0.217,9.91
3514.78,5221.73,3990.5,474,1.84,0.07,0.095,10.05
3518.31,5218.19,3990.5,474,1.66,0.06,0.057,12.03
3521.85,5214.66,3990.5,474,1.57,0.05,0.064,8.45
3525.39,5211.12,3990.5,474,1.59,0.04,0.07,8.72
3528.92,5207.58,3990.5,474,1.54,0.04,0.081,9.01
3532.46,5204.05,3990.5,474,1.27,0.03,0.104,5.01
3535.99,5200.51,3990.5,474,0.38,0.02,0.105,3.27
3539.53,5196.98,3990.5,474,0.39,0.02,0.09,1.8
3543.06,5193.44,3990.5,474,0.45,0.02,0.068,3.35
3546.6,5189.91,3990.5,474,0.56,0.02,0.06,3.18
3550.13,5186.37,3990.5,474,0.5,0.02,0.052,3.19
3553.67,5182.84,3990.5,474,0.58,0.02,0.058,3.19
3557.21,5179.3,3990.5,474,0.56,0.03,0.057,4.32
3560.74,5175.77,3990.5,474,0.59,0.03,0.052,4.07
3564.28,5172.23,3990.5,474,0.58,0.02,0.051,4.89
3493.57,5250.01,3990.5,174,1.92,0.07,0.031,15.3
3497.1,5246.48,3990.5,174,1.85,0.06,0.06,16.55
3500.64,5242.94,3990.5,174,2.06,0.07,0.106,15.04
3504.17,5239.4,3990.5,174,2.08,0.05,0.104,13.71
3507.71,5235.87,3990.5,174,1.53,0.06,0.144,12.73
3511.24,5232.33,3990.5,174,1.48,0.05,0.14,10.87
3514.78,5228.8,3990.5,474,1.57,0.05,0.108,7.34
3518.31,5225.26,3990.5,474,0.39,0.04,0.074,6.91
3521.85,5221.73,3990.5,474,0.36,0.03,0.067,3.7
3525.39,5218.19,3990.5,474,0.53,0.03,0.071,6.62
3528.92,5214.66,3990.5,474,0.48,0.03,0.074,6.53
3532.46,5211.12,3990.5,474,1.24,0.03,0.076,6.38
3535.99,5207.58,3990.5,474,1.24,0.03,0.091,4.98
3539.53,5204.05,3990.5,474,0.44,0.03,0.084,5.66
3543.06,5200.51,3990.5,474,1.26,0.03,0.067,7.71
3546.6,5196.98,3990.5,474,1.08,0.03,0.065,5.38
3550.13,5193.44,3990.5,474,0.53,0.03,0.061,5
3553.67,5189.91,3990.5,474,0.54,0.02,0.064,4.46
3557.21,5186.37,3990.5,474,0.61,0.03,0.06,7.5
3560.74,5182.84,3990.5,474,1.37,0.03,0.05,8.07
3564.28,5179.3,3990.5,474,1.54,0.04,0.039,9.03
3567.81,5175.77,3990.5,474,1.57,0.04,0.045,7.86
3493.57,5257.08,3990.5,174,2.35,0.11,0.034,15.43
3497.1,5253.55,3990.5,174,2.31,0.1,0.034,16.27
3500.64,5250.01,3990.5,174,2.67,0.12,0.058,15.49
3504.17,5246.48,3990.5,174,2.93,0.13,0.068,15.79
3507.71,5242.94,3990.5,174,2.03,0.06,0.082,12.88
3511.24,5239.4,3990.5,174,1.28,0.07,0.073,11.54
3514.78,5235.87,3990.5,174,1.22,0.04,0.052,10.68
3518.31,5232.33,3990.5,458,0.06,0.03,0.087,1.13
3521.85,5228.8,3990.5,458,0.07,0.02,0.076,1.75
3525.39,5225.26,3990.5,474,0.1,0.02,0.081,3.22
3528.92,5221.73,3990.5,474,0.1,0.02,0.076,1.47
3532.46,5218.19,3990.5,474,0.1,0.02,0.076,3.49
3535.99,5214.66,3990.5,474,0.53,0.02,0.078,5.61
3539.53,5211.12,3990.5,474,0.11,0.02,0.084,1.71
3543.06,5207.58,3990.5,474,0.11,0.03,0.075,5.69
3546.6,5204.05,3990.5,474,1.35,0.03,0.072,9.54
3550.13,5200.51,3990.5,474,1.14,0.03,0.07,8.66
3553.67,5196.98,3990.5,474,1.04,0.03,0.08,5.79
3557.21,5193.44,3990.5,474,0.58,0.03,0.082,4.36
3560.74,5189.91,3990.5,474,0.58,0.03,0.069,6.52
3564.28,5186.37,3990.5,474,1.4,0.04,0.047,8.72
3567.81,5182.84,3990.5,474,1.54,0.06,0.034,9.91
3571.35,5179.3,3990.5,474,1.54,0.07,0.036,10.56
3497.1,5260.62,3990.5,174,2.28,0.12,0.034,15.13
3500.64,5257.08,3990.5,174,2.25,0.13,0.051,13.35
3504.17,5253.55,3990.5,174,2.8,0.13,0.06,15.73
3507.71,5250.01,3990.5,174,3.03,0.12,0.059,15.61
3511.24,5246.48,3990.5,174,2.05,0.06,0.069,12.74
3514.78,5242.94,3990.5,174,1.57,0.05,0.061,9.54
3518.31,5239.4,3990.5,174,0.42,0.03,0.061,4.23
3521.85,5235.87,3990.5,458,0.06,0.02,0.075,1.29
3525.39,5232.33,3990.5,458,0.07,0.01,0.087,1.83
3528.92,5228.8,3990.5,458,0.09,0.01,0.088,2.04
3532.46,5225.26,3990.5,458,0.09,0.01,0.076,1.56
3535.99,5221.73,3990.5,458,0.1,0.01,0.082,1.55
3539.53,5218.19,3990.5,474,0.1,0.01,0.089,1.43
3543.06,5214.66,3990.5,474,0.1,0.01,0.093,1.46
3546.6,5211.12,3990.5,474,0.1,0.02,0.096,1.75
3550.13,5207.58,3990.5,474,0.09,0.02,0.098,1.73
3553.67,5204.05,3990.5,474,0.16,0.02,0.076,8.75
3557.21,5200.51,3990.5,474,0.19,0.02,0.089,2.53
3560.74,5196.98,3990.5,474,0.45,0.02,0.091,1.28
3564.28,5193.44,3990.5,474,0.54,0.03,0.072,5.72
3567.81,5189.91,3990.5,474,1.29,0.04,0.046,9.1
3571.35,5186.37,3990.5,474,1.42,0.06,0.026,11.48
3574.88,5182.84,3990.5,474,3.38,0.11,0.029,14.07
3500.64,5264.15,3990.5,174,2.36,0.14,0.022,16.29
3504.17,5260.62,3990.5,174,2.29,0.15,0.034,16.04
3507.71,5257.08,3990.5,174,1.78,0.11,0.068,14.1
3511.24,5253.55,3990.5,174,2.04,0.08,0.065,12.3
3514.78,5250.01,3990.5,174,2.09,0.06,0.051,14.13
3518.31,5246.48,3990.5,174,0.48,0.04,0.062,7.07
3521.85,5242.94,3990.5,174,0.06,0.02,0.066,3.12
3525.39,5239.4,3990.5,458,0.06,0.01,0.084,1.03
3528.92,5235.87,3990.5,458,0.07,0.01,0.086,1.31
3532.46,5232.33,3990.5,458,0.07,0.01,0.09,1.48
3535.99,5228.8,3990.5,458,0.08,0.01,0.078,1.38
3539.53,5225.26,3990.5,458,0.08,0.01,0.082,1.23
3543.06,5221.73,3990.5,458,0.08,0.01,0.096,1.12
3546.6,5218.19,3990.5,458,0.07,0.01,0.105,0.79
3550.13,5214.66,3990.5,458,0.08,0.01,0.102,1.02
3553.67,5211.12,3990.5,458,0.08,0.01,0.107,1.26
3557.21,5207.58,3990.5,474,0.11,0.01,0.098,1.11
3560.74,5204.05,3990.5,474,0.15,0.02,0.092,2.53
3564.28,5200.51,3990.5,474,1.07,0.02,0.073,7.31
3567.81,5196.98,3990.5,474,1.05,0.03,0.05,11.06
3571.35,5193.44,3990.5,474,1.11,0.04,0.032,11.76
3574.88,5189.91,3990.5,474,1.22,0.09,0.026,12.02
3578.42,5186.37,3990.5,474,3.24,0.18,0.026,15.66
3504.17,5267.69,3990.5,174,2.26,0.17,0.014,17.49
3507.71,5264.15,3990.5,174,2.23,0.16,0.018,18.04
3511.24,5260.62,3990.5,174,1.89,0.1,0.049,14.76
3514.78,5257.08,3990.5,174,1.92,0.07,0.065,11.2
3518.31,5253.55,3990.5,174,2.19,0.06,0.052,14.29
3521.85,5250.01,3990.5,174,0.06,0.03,0.063,6.59
3525.39,5246.48,3990.5,130,0.06,0.02,0.071,2.04
3528.92,5242.94,3990.5,458,0.06,0.01,0.079,1.26
3532.46,5239.4,3990.5,458,0.06,0.01,0.081,1.32
3535.99,5235.87,3990.5,458,0.05,0.01,0.087,1.37
3539.53,5232.33,3990.5,458,0.05,0.01,0.086,1.32
3543.06,5228.8,3990.5,458,0.06,0.01,0.085,1.08
3546.6,5225.26,3990.5,458,0.06,0.01,0.091,1.01
3550.13,5221.73,3990.5,458,0.06,0.02,0.101,1.09
3553.67,5218.19,3990.5,458,0.06,0.01,0.075,1.3
3557.21,5214.66,3990.5,479,0.07,0.01,0.081,1.29
3560.74,5211.12,3990.5,479,0.08,0.01,0.088,1.03
3564.28,5207.58,3990.5,479,0.11,0.01,0.08,1.17
3567.81,5204.05,3990.5,479,0.14,0.03,0.057,11.04
3571.35,5200.51,3990.5,474,1.08,0.04,0.038,11.92
3574.88,5196.98,3990.5,474,1.12,0.04,0.032,12.16
3578.42,5193.44,3990.5,474,1.18,0.05,0.034,11.24
3581.95,5189.91,3990.5,474,2.54,0.19,0.026,15.62
3507.71,5271.22,3990.5,174,2.12,0.14,0.017,16.57
3511.24,5267.69,3990.5,174,2.27,0.14,0.026,15.78
3514.78,5264.15,3990.5,174,0.62,0.07,0.049,7.14
3518.31,5260.62,3990.5,174,0.61,0.03,0.069,5.35
3521.85,5257.08,3990.5,130,0.05,0.02,0.065,2.38
3525.39,5253.55,3990.5,130,0.06,0.02,0.066,2.02
3528.92,5250.01,3990.5,130,0.06,0.01,0.08,1.39
3532.46,5246.48,3990.5,458,0.05,0.01,0.078,1.27
3535.99,5242.94,3990.5,458,0.04,0.01,0.083,1.19
3539.53,5239.4,3990.5,458,0.04,0.01,0.084,1.2
3543.06,5235.87,3990.5,458,0.05,0.01,0.088,1.32
3546.6,5232.33,3990.5,458,0.05,0.01,0.091,1.27
3550.13,5228.8,3990.5,458,0.05,0.02,0.096,1.27
3553.67,5225.26,3990.5,458,0.06,0.02,0.089,1.29
3557.21,5221.73,3990.5,479,0.07,0.01,0.074,1.91
3560.74,5218.19,3990.5,479,0.08,0.01,0.07,1.7
3564.28,5214.66,3990.5,479,0.06,0.01,0.089,0.79
3567.81,5211.12,3990.5,479,0.08,0.01,0.078,1.71
3571.35,5207.58,3990.5,479,0.09,0.02,0.057,6.43
3574.88,5204.05,3990.5,474,1.15,0.03,0.043,9.48
3578.42,5200.51,3990.5,474,1.19,0.05,0.038,12.29
3581.95,5196.98,3990.5,474,2.37,0.05,0.032,11.29
3585.49,5193.44,3990.5,474,2.53,0.12,0.026,15.1
3511.24,5274.76,3990.5,174,1.89,0.08,0.027,12.76
3514.78,5271.22,3990.5,174,1.83,0.05,0.033,10.68
3518.31,5267.69,3990.5,174,0.67,0.04,0.05,6.2
3521.85,5264.15,3990.5,130,0.05,0.02,0.068,2.76
3525.39,5260.62,3990.5,130,0.05,0.01,0.075,1.18
3528.92,5257.08,3990.5,130,0.06,0.01,0.079,1.44
3532.46,5253.55,3990.5,130,0.05,0.01,0.088,1.15
3535.99,5250.01,3990.5,458,0.04,0.01,0.09,1.1
3539.53,5246.48,3990.5,458,0.03,0.01,0.092,1.19
3543.06,5242.94,3990.5,458,0.04,0.01,0.089,1.16
3546.6,5239.4,3990.5,458,0.04,0.01,0.087,1
3550.13,5235.87,3990.5,458,0.05,0.02,0.085,1.4
3553.67,5232.33,3990.5,458,0.05,0.02,0.09,1.4
3557.21,5228.8,3990.5,479,0.06,0.02,0.084,1.42
3560.74,5225.26,3990.5,479,0.06,0.01,0.08,1.96
3564.28,5221.73,3990.5,479,0.06,0.01,0.071,1.82
3567.81,5218.19,3990.5,479,0.07,0.01,0.089,1.33
3571.35,5214.66,3990.5,479,0.07,0.01,0.091,1.5
3574.88,5211.12,3990.5,479,0.08,0.02,0.072,3.91
3578.42,5207.58,3990.5,474,0.84,0.03,0.063,8.87
3581.95,5204.05,3990.5,474,1.2,0.04,0.049,11.41
3585.49,5200.51,3990.5,474,2.33,0.06,0.031,12.14
3589.03,5196.98,3990.5,474,1.59,0.1,0.034,14.76
3514.78,5278.3,3990.5,130,0.55,0.03,0.036,7.41
3518.31,5274.76,3990.5,130,0.06,0.02,0.039,2.09
3521.85,5271.22,3990.5,130,0.05,0.01,0.054,1.62
3525.39,5267.69,3990.5,130,0.06,0.01,0.062,1.26
3528.92,5264.15,3990.5,130,0.06,0.01,0.068,1.15
3532.46,5260.62,3990.5,130,0.06,0.01,0.079,1.11
3535.99,5257.08,3990.5,130,0.05,0.01,0.09,1.12
3539.53,5253.55,3990.5,458,0.04,0.01,0.098,1.12
3543.06,5250.01,3990.5,458,0.03,0.01,0.097,1.18
3546.6,5246.48,3990.5,458,0.04,0.01,0.095,1.16
3550.13,5242.94,3990.5,458,0.04,0.01,0.095,1.04
3553.67,5239.4,3990.5,458,0.05,0.02,0.087,1.44
3557.21,5235.87,3990.5,458,0.05,0.02,0.1,1.43
3560.74,5232.33,3990.5,238,0.04,0.01,0.098,1.38
3564.28,5228.8,3990.5,479,0.05,0.01,0.083,2.06
3567.81,5225.26,3990.5,479,0.05,0.01,0.081,1.83
3571.35,5221.73,3990.5,479,0.05,0.01,0.081,1.42
3574.88,5218.19,3990.5,479,0.05,0.01,0.099,1.04
3578.42,5214.66,3990.5,479,0.07,0.01,0.088,1.25
3581.95,5211.12,3990.5,474,0.1,0.02,0.083,2.16
3585.49,5207.58,3990.5,474,0.1,0.02,0.097,1.98
3589.03,5204.05,3990.5,474,0.81,0.05,0.108,9.92
3592.56,5200.51,3990.5,474,0.8,0.08,0.068,12.7
3518.31,5281.83,3990.5,130,0.05,0.02,0.042,1.44
3521.85,5278.3,3990.5,130,0.05,0.01,0.045,1.57
3525.39,5274.76,3990.5,130,0.05,0.01,0.056,1.08
3528.92,5271.22,3990.5,130,0.06,0.01,0.065,1.08
3532.46,5267.69,3990.5,130,0.06,0.01,0.065,1.1
3535.99,5264.15,3990.5,130,0.05,0.01,0.078,1.25
3539.53,5260.62,3990.5,130,0.04,0.01,0.092,1.18
3543.06,5257.08,3990.5,458,0.03,0.01,0.102,1.14
3546.6,5253.55,3990.5,458,0.04,0.01,0.1,1.19
3550.13,5250.01,3990.5,458,0.03,0.01,0.098,1.2
3553.67,5246.48,3990.5,458,0.04,0.01,0.095,1.38
3557.21,5242.94,3990.5,458,0.04,0.01,0.098,1.36
3560.74,5239.4,3990.5,238,0.03,0.01,0.115,1.22
3564.28,5235.87,3990.5,238,0.04,0.01,0.107,1.3
3567.81,5232.33,3990.5,238,0.03,0.01,0.099,1.29
3571.35,5228.8,3990.5,479,0.04,0.01,0.09,1.26
3574.88,5225.26,3990.5,479,0.04,0.01,0.085,1.05
3578.42,5221.73,3990.5,479,0.04,0.01,0.088,0.96
3581.95,5218.19,3990.5,479,0.06,0.01,0.086,0.95
3585.49,5214.66,3990.5,434,0.07,0.01,0.105,1.34
3589.03,5211.12,3990.5,434,0.1,0.02,0.118,2.43
3592.56,5207.58,3990.5,434,0.11,0.03,0.142,3.57
3596.1,5204.05,3990.5,474,0.81,0.06,0.091,9.04
3521.85,5285.37,3990.5,130,0.03,0.01,0.051,0.97
3525.39,5281.83,3990.5,130,0.03,0.01,0.053,1.08
3528.92,5278.3,3990.5,130,0.04,0.01,0.063,1
3532.46,5274.76,3990.5,130,0.04,0.01,0.07,1.01
3535.99,5271.22,3990.5,130,0.05,0.01,0.07,1.06
3539.53,5267.69,3990.5,130,0.05,0.01,0.075,1.37
3543.06,5264.15,3990.5,130,0.04,0.01,0.093,1.33
3546.6,5260.62,3990.5,458,0.03,0.01,0.102,1.22
3550.13,5257.08,3990.5,458,0.03,0.01,0.102,1.22
3553.67,5253.55,3990.5,458,0.03,0.01,0.098,1.24
3557.21,5250.01,3990.5,458,0.03,0.01,0.099,1.32
3560.74,5246.48,3990.5,238,0.03,0.01,0.111,1.31
3564.28,5242.94,3990.5,238,0.03,0.01,0.129,1.22
3567.81,5239.4,3990.5,238,0.03,0.01,0.123,1.25
3571.35,5235.87,3990.5,238,0.03,0.01,0.106,1.26
3574.88,5232.33,3990.5,238,0.03,0.01,0.098,1.1
3578.42,5228.8,3990.5,479,0.03,0.01,0.092,1
3581.95,5225.26,3990.5,479,0.04,0.01,0.091,0.9
3585.49,5221.73,3990.5,479,0.04,0.01,0.097,0.88
3589.03,5218.19,3990.5,434,0.06,0.01,0.115,0.96
3592.56,5214.66,3990.5,434,0.09,0.01,0.128,1.23
3596.1,5211.12,3990.5,434,0.1,0.02,0.13,1.37
3599.63,5207.58,3990.5,434,0.1,0.05,0.092,6.7
3525.39,5288.9,3990.5,130,0.03,0.01,0.06,1.61
3528.92,5285.37,3990.5,130,0.03,0.02,0.063,1.11
3532.46,5281.83,3990.5,130,0.03,0.01,0.072,0.8
3535.99,5278.3,3990.5,130,0.04,0.01,0.073,1.03
3539.53,5274.76,3990.5,130,0.04,0.01,0.074,1.16
3543.06,5271.22,3990.5,130,0.04,0.01,0.076,1.42
3546.6,5267.69,3990.5,458,0.04,0.01,0.093,1.3
3550.13,5264.15,3990.5,458,0.03,0.01,0.104,1.3
3553.67,5260.62,3990.5,458,0.02,0.01,0.102,1.22
3557.21,5257.08,3990.5,458,0.02,0.01,0.1,1.23
3560.74,5253.55,3990.5,238,0.02,0.01,0.102,1.29
3564.28,5250.01,3990.5,238,0.02,0.01,0.118,1.25
3567.81,5246.48,3990.5,238,0.03,0.01,0.139,1.21
3571.35,5242.94,3990.5,238,0.03,0.01,0.12,1.19
3574.88,5239.4,3990.5,238,0.03,0.01,0.113,1.19
3578.42,5235.87,3990.5,479,0.03,0.01,0.102,1.04
3581.95,5232.33,3990.5,479,0.03,0.01,0.094,0.92
3585.49,5228.8,3990.5,479,0.03,0.01,0.098,0.92
3589.03,5225.26,3990.5,479,0.04,0.01,0.111,0.91
3592.56,5221.73,3990.5,434,0.05,0.01,0.142,0.94
3596.1,5218.19,3990.5,434,0.08,0.02,0.132,1.1
3599.63,5214.66,3990.5,434,0.1,0.02,0.123,1.41
3603.17,5211.12,3990.5,434,0.1,0.05,0.085,5.1
3528.92,5292.44,3990.5,130,0.04,0.01,0.073,0.87
3532.46,5288.9,3990.5,130,0.03,0.01,0.077,0.94
3535.99,5285.37,3990.5,130,0.03,0.01,0.077,1
3539.53,5281.83,3990.5,130,0.03,0.01,0.076,1.34
3543.06,5278.3,3990.5,130,0.04,0.01,0.076,1.38
3546.6,5274.76,3990.5,130,0.04,0.01,0.08,1.45
3550.13,5271.22,3990.5,458,0.04,0.01,0.096,1.28
3553.67,5267.69,3990.5,458,0.03,0.01,0.098,1.25
3557.21,5264.15,3990.5,458,0.03,0.01,0.095,1.1
3560.74,5260.62,3990.5,458,0.03,0.01,0.1,1.13
3564.28,5257.08,3990.5,238,0.02,0.01,0.101,1.2
3567.81,5253.55,3990.5,238,0.02,0.01,0.117,1.14
3571.35,5250.01,3990.5,238,0.03,0.01,0.121,1.05
3574.88,5246.48,3990.5,238,0.04,0.01,0.112,1.11
3578.42,5242.94,3990.5,479,0.04,0.01,0.106,1.14
3581.95,5239.4,3990.5,479,0.05,0.01,0.101,1.27
3585.49,5235.87,3990.5,479,0.04,0.01,0.098,1.12
3589.03,5232.33,3990.5,479,0.03,0.01,0.105,0.98
3592.56,5228.8,3990.5,434,0.04,0.01,0.122,0.92
3596.1,5225.26,3990.5,434,0.05,0.01,0.144,0.97
3599.63,5221.73,3990.5,434,0.07,0.01,0.147,1.1
3603.17,5218.19,3990.5,434,0.09,0.01,0.109,1.07
3606.7,5214.66,3990.5,434,0.09,0.03,0.088,3.63
3528.92,5299.51,3990.5,130,0.1,0.06,0.052,2.07
3532.46,5295.97,3990.5,130,0.07,0.04,0.077,0.95
3535.99,5292.44,3990.5,130,0.04,0.01,0.078,0.95
3539.53,5288.9,3990.5,130,0.03,0.01,0.078,1.11
3553.67,5274.76,3990.5,458,0.04,0.01,0.088,1.28
3557.21,5271.22,3990.5,458,0.04,0.01,0.089,1.26
3560.74,5267.69,3990.5,458,0.03,0.01,0.098,1.15
3564.28,5264.15,3990.5,458,0.03,0.01,0.103,1.15
3567.81,5260.62,3990.5,238,0.02,0.01,0.107,1.17
3571.35,5257.08,3990.5,238,0.03,0.01,0.11,1.11
3574.88,5253.55,3990.5,238,0.03,0.01,0.11,1.04
3578.42,5250.01,3990.5,238,0.05,0.01,0.107,1.01
3581.95,5246.48,3990.5,479,0.05,0.01,0.096,0.98
3585.49,5242.94,3990.5,479,0.05,0.01,0.095,1.28
3589.03,5239.4,3990.5,479,0.04,0.01,0.095,1.11
3592.56,5235.87,3990.5,479,0.04,0.01,0.098,1.05
3596.1,5232.33,3990.5,434,0.04,0.01,0.11,0.87
3599.63,5228.8,3990.5,434,0.05,0.01,0.114,1.21
3603.17,5225.26,3990.5,434,0.08,0.01,0.123,1.31
3606.7,5221.73,3990.5,434,0.08,0.01,0.114,1.58
3610.24,5218.19,3990.5,434,0.09,0.02,0.097,3.16
3532.46,5303.04,3990.5,130,0.29,0.04,0.038,4.08
3535.99,5299.51,3990.5,130,0.1,0.07,0.059,1.65
3539.53,5295.97,3990.5,130,0.06,0.01,0.061,1.15
3560.74,5274.76,3990.5,458,0.04,0.01,0.085,1.24
3564.28,5271.22,3990.5,458,0.03,0.01,0.093,1.16
3567.81,5267.69,3990.5,458,0.03,0.01,0.103,1.13
3571.35,5264.15,3990.5,238,0.02,0.01,0.114,1.1
3574.88,5260.62,3990.5,238,0.02,0.01,0.116,1.12
3578.42,5257.08,3990.5,238,0.04,0.01,0.118,1.13
3581.95,5253.55,3990.5,479,0.04,0.01,0.1,1.23
3585.49,5250.01,3990.5,479,0.05,0.01,0.091,1.29
3589.03,5246.48,3990.5,479,0.05,0.01,0.088,1.57
3592.56,5242.94,3990.5,479,0.05,0.01,0.091,1.27
3596.1,5239.4,3990.5,479,0.04,0.01,0.103,0.95
3599.63,5235.87,3990.5,479,0.05,0.01,0.098,1
3603.17,5232.33,3990.5,479,0.05,0.01,0.1,1.11
3606.7,5228.8,3990.5,479,0.06,0.01,0.107,1.27
3610.24,5225.26,3990.5,76,0.26,0.01,0.107,2.37
3613.77,5221.73,3990.5,76,0.28,0.01,0.096,2.78
3543.06,5299.51,3990.5,130,0.1,0.02,0.052,2.67
3581.95,5260.62,3990.5,238,0.03,0.01,0.115,1.14
3585.49,5257.08,3990.5,479,0.05,0.01,0.095,1.28
3589.03,5253.55,3990.5,479,0.06,0.01,0.086,1.37
3592.56,5250.01,3990.5,479,0.07,0.01,0.078,1.64
3596.1,5246.48,3990.5,479,0.06,0.01,0.091,1.4
3599.63,5242.94,3990.5,479,0.06,0.01,0.102,0.94
3603.17,5239.4,3990.5,479,0.07,0.01,0.095,1.02
3606.7,5235.87,3990.5,479,0.06,0.01,0.097,1.03
3610.24,5232.33,3990.5,479,0.07,0.01,0.095,1.07
3613.77,5228.8,3990.5,76,0.08,0.01,0.099,1.57
3617.31,5225.26,3990.5,76,0.45,0.01,0.104,1.94
3617.31,5232.33,3990.5,76,0.07,0.02,0.084,2.18
